item_id,title,raiting,description,price,href
p360106938," Ноутбук 14"" ACER computers Acer Swift X SFX14-42G 14FHD IPS/AMD R5 5625U/16/512F/NVD3050-4/Lin/Gray NX.K78EU.007 (NVidia GeForce RTX 3050, AMD Ryzen 5 5625U, 16 ГбGb, 60 Гц)", залишити відгук ,,52400,https://rozetka.com.ua/ua/360106938/p360106938/
p354495696, Ноутбук Asus ZenBook Flip 13 UX363EA Pine Grey (UX363EA-AS74T), залишити відгук ,,52998,https://rozetka.com.ua/ua/354495696/p354495696/
p360106932," Ноутбук 14"" ACER computers Acer Swift X SFX14-42G 14FHD IPS/AMD R7 5825U/16/512F/NVD3050Ti-4/Lin/Gray NX.K79EU.004 (NVidia GeForce RTX 3050 Ti, AMD Ryzen 7 5825U, 16 ГбGb, 60 Гц)", залишити відгук ,,57913,https://rozetka.com.ua/ua/360106932/p360106932/
p360106965," Ноутбук 14"" ACER computers Acer Swift 3 SF314-512 14QHD IPS/Intel i7-1260P/16/1024F/int/W11/Silver NX.K0FEU.006 (Intel Iris Xe Graphics, Intel Core i7-1260P, 16 ГбGb, 60 Гц)", залишити відгук ,,58564,https://rozetka.com.ua/ua/360106965/p360106965/
p360106971," Ноутбук 14"" ACER computers Acer Swift 3 SF314-512 14FHD IPS/Intel i5-1240P/8/512F/int/Lin/Blue NX.K7MEU.008 (Intel Iris Xe Graphics, Intel Core i5-1240P, 8 ГбGb, 60 Гц)", залишити відгук ,,41677,https://rozetka.com.ua/ua/360106971/p360106971/
p360107061," Ноутбук 14"" ACER computers Acer Swift 3 SF314-512 14FHD IPS/Intel i5-1240P/8/512F/int/Lin/Gold NX.K7NEU.00A (Intel Iris Xe Graphics, Intel Core i5-1240P, 8 ГбGb, 60 Гц)", залишити відгук ,,41677,https://rozetka.com.ua/ua/360107061/p360107061/
p354492462, Ноутбук ASUS TUF Gaming F17 FX706HC (FX706HC-HX007W), залишити відгук ,,46284,https://rozetka.com.ua/ua/354492462/p354492462/
p361998714, Ноутбук Lenovo IdeaPad 3 15IML05 (81WB00VERA), залишити відгук ,,22556,https://rozetka.com.ua/ua/361998714/p361998714/
p356942922," Ноутбук Asus Vivobook 15.6""FHD IPS/i3-1115G4/8/512SSD/Int/W11H/Silver (наклейки укр) X515EA-BQ1226W (Intel UHD Graphics, Intel Core i3-1115G4, 8 ГбGb, 60 Гц)", залишити відгук ,,25554,https://rozetka.com.ua/ua/356942922/p356942922/
p356947254," Ноутбук Asus Vivobook 15.6""FHD IPS/i5-1035G1/8/256SSD/Int/W11H/Silver (англ.клав) X515JA-BQ2634W (Intel UHD Graphics, Intel Core i5-1035G1, 8 ГбGb, 60 Гц)", залишити відгук ,,25554,https://rozetka.com.ua/ua/356947254/p356947254/
p361265289, Ноутбук Lenovo IdeaPad 3 15ALC6 (82KU020XRA), залишити відгук ,,24199,https://rozetka.com.ua/ua/361265289/p361265289/
p360119565, Ноутбук Lenovo IdeaPad 1 15ADA7 (82R10048RA), залишити відгук ,,25804,https://rozetka.com.ua/ua/360119565/p360119565/
p362167971," Ноутбук Dream Machines 15.6"" RG3050Ti-15 (RG3050Ti-15UA38)", залишити відгук ,,51470,https://rozetka.com.ua/ua/362167971/p362167971/
p358966272, Ноутбук Acer Swift X SFX14-41G (NX.AU2EU.006), залишити відгук ,,59864,https://rozetka.com.ua/ua/358966272/p358966272/
p360705972," Ноутбук 14"" Asus X415JA-EB2205W 90NB0ST1-M012F0 (Intel UHD Graphics, Intel Core i3-1005G1, 8 ГбGb, 60 Гц)", залишити відгук ,,21443,https://rozetka.com.ua/ua/360705972/p360705972/
p361729695," Ноутбук 14"" ASUS Chromebook Flip C433T Intel Core m3-8100Y RAM 8GB eMMC 64GB Chrome OS", залишити відгук ,"Сенсорний екран 14"" IPS (1920x1080) FullHD / Intel Core m3-8100Y 1.1 - 3.4 ГГц (2/4 ядра) / RAM 8 ГБ DDR4 / eMMC 64ГБ / Intel UHD Graphics 615 / Wi-Fi 5 / Bluetooth 4.2 / Веб-камера / підсвітка клавіатури / Chrome OS / 1.5 кг",18999,https://rozetka.com.ua/ua/361729695/p361729695/
p360629232, Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 (82K101GYRA), залишити відгук ,,40852,https://rozetka.com.ua/ua/360629232/p360629232/
p360758100, Ноутбук Asus ROG Zephyrus G14 GA401QEC AniMe Matrix (GA401QEC-K2064T), залишити відгук ,,68034,https://rozetka.com.ua/ua/360758100/p360758100/
p356259570, Ноутбук Asus VivoBook Pro 14 K3400 Cool Silver (K3400PA-KP007) [73157], залишити відгук ,,32977,https://rozetka.com.ua/ua/356259570/p356259570/
p360145449," Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 (82K101GYRA), 15.6"" FullHD (1920x1080) IPS LED матовий 120 Гц", залишити відгук ,,40142,https://rozetka.com.ua/ua/360145449/p360145449/
p361266078, Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 (82K101H0RA), залишити відгук ,,40989,https://rozetka.com.ua/ua/361266078/p361266078/
p361265196, Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 (82K101GYRA), залишити відгук ,,39679,https://rozetka.com.ua/ua/361265196/p361265196/
p359886048," Ноутбук 15.6"" Asus ZenBook Pro Windows 11 Over Stocк", залишити відгук ,"Екран 15.6"" IPS (1920x1080) Full HD / Intel Core i7-8750H 2.2 - 4.1 ГГц (6/12 ядер) / RAM 16 ГБ DDR4 / SSD NVMe 512 ГБ / Wi-Fi / Bluetooth / підсвітка клавіатури / сканер відбитку пальця / додатковий екран ScreenPad / Windows 11 / 1.8 кг",39999,https://rozetka.com.ua/ua/359886048/p359886048/
p362294646, Ноутбук Acer Aspire 3 A315-23 (NX.HVTEU.00H), залишити відгук ,,18678,https://rozetka.com.ua/ua/362294646/p362294646/
p360629235, Ноутбук Lenovo IdeaPad Gaming 3 15ACH (82K2020URA), залишити відгук ,,48751,https://rozetka.com.ua/ua/360629235/p360629235/
p353756037, Ноутбук ASUS Zenbook S UM5302TA-LV523W 13.3 2.8K OLED/AMD R5-6600U/16/512F/int/W11 (90NB0WA4-M00SS0), залишити відгук ,,62187,https://rozetka.com.ua/ua/353756037/p353756037/
p356948529," Ноутбук Asus Vivobook 15.6""FHD IPS/i5-1035G1/8/256SSD/Int/DOS/Gray (англ.клав) X515JA-BQ2633 (Intel UHD Graphics 630, Intel Core i5-1035G1, 8 ГбGb, 60 Гц)", залишити відгук ,,24443,https://rozetka.com.ua/ua/356948529/p356948529/
p362385837, Ноутбук Lenovo IdeaPad 3 15ITL6 (82H801QQPB) [75971], залишити відгук ,,22722,https://rozetka.com.ua/ua/362385837/p362385837/
p360758505, Ноутбук Asus ZenBook 13 UX325EA (UX325EA-51DHDCB3), залишити відгук ,,36204,https://rozetka.com.ua/ua/360758505/p360758505/
p359886123," Ноутбук 14"" Asus ZenBook 14 UX433FLC Intel Core i7-10510U RAM 16GB SSD 512GB GeForce MX250 Windows 10 Over Stоск", залишити відгук ,"Екран 14"" IPS (1920x1080) Full HD / Intel Core i7-10510U 1.8 - 4.6 ГГц (4/8 ядра) / RAM 16 ГБ DDR4 / SSD 512 ГБ / ‎NVIDIA GeForce MX250 2 ГБ / Wi-Fi / Bluetooth / підсвітка клавіатури / Windows 10 / 1.45 кг",32999,https://rozetka.com.ua/ua/359886123/p359886123/
p362375511," Ноутбук 15.6"" Lenovo V15 G2 ITL Black 2KB0009RA (Intel UHD Graphics, Intel Core i3-1115G4, 8Gb, )", залишити відгук ,,23221,https://rozetka.com.ua/ua/362375511/p362375511/
p359484225, Ноутбук Asus X515EA (X515EA-BQ2221W), залишити відгук ,,24801,https://rozetka.com.ua/ua/359484225/p359484225/
p362441964, Ноутбук Acer Aspire 3 A317-53-38Y1 Silver (NX.AD0AA.004) Silver, залишити відгук ,"Екран 17.3” IPS (1920x1080) Full HD, матовий / Intel Core i3-1115G4 (3.0 - 4.1 ГГц) / RAM 8 ГБ / SSD 128 ГБ / Intel UHD Graphics / без ОД / Wi-Fi / LAN / Bluetooth / веб-камера / Windows 10 Home / 2.6 кг / сріблястий",18899,https://rozetka.com.ua/ua/acer-nxad0aa004/p362441964/
p362524077, Ноутбук Asus M6500QB-HN044 FullHD Silver (90NB0YM2-M001R0), залишити відгук ,,34634,https://rozetka.com.ua/ua/362524077/p362524077/
p358179804, ноутбук 15.6OledF/R7 4800H/16/1TB/Radeon/DOS/BL/Tr ansparent Silver ASUS M1503IA-L (90NB0Y62-M00440), залишити відгук ,,42179,https://rozetka.com.ua/ua/358179804/p358179804/
p362510742, Ноутбук ASUS ZenBook 14 UM425QA-KI198 (90NB0TV1-M00AN0), залишити відгук ,,41529,https://rozetka.com.ua/ua/362510742/p362510742/
p361998552, Ноутбук Asus K6500ZC-HN363 (90NB0XK1-M00MU0) FullHD Blue, залишити відгук ,,46096,https://rozetka.com.ua/ua/361998552/p361998552/
p361998579, Ноутбук Asus M6500QB-HN044 (90NB0YM2-M001R0) FullHD Silver, залишити відгук ,,35547,https://rozetka.com.ua/ua/361998579/p361998579/
p351778962, Ноутбук HP 250 G8 (2V0P2ES), залишити відгук ,"Екран 15.6” TN+film (1366x768) WXGA HD, матовий / Intel Core i3-1005G1 (1.2 - 3.4 ГГц) / RAM 4 ГБ / SSD 256 ГБ / Intel UHD Graphics / без ОД / Wi-Fi / LAN / Bluetooth / веб-камера / Windows 10 Home / 1.74 кг / сірий",15199,https://rozetka.com.ua/ua/hp-2v0p2es/p351778962/
p362384853, Ноутбук Asus VivoBook 15 K513EA (K513EA-L12021) [76103], залишити відгук ,,31855,https://rozetka.com.ua/ua/362384853/p362384853/
p361955394, Ноутбук Asus K6500ZC-HN363 (90NB0XK1-M00MU0) FullHD Blue, залишити відгук ,,49719,https://rozetka.com.ua/ua/361955394/p361955394/
p362375745," Ноутбук 15.6"" Asus Vivobook Pro K6500ZE-L1165 15.6FHD OLED/Intel i7-12650H/16/1024F/NVD3050Ti-4/noOS/Blue 90NB0XQ1-M00710 (NVidia GeForce RTX 3050 Ti, Intel Core i7-12650H, 16 ГбGb, 144 Гц)", залишити відгук ,,61110,https://rozetka.com.ua/ua/362375745/p362375745/
p347578734, Ноутбук Vinga Iron S140 (Підсвічування клав./Windows 10), залишити відгук ,,17997,https://rozetka.com.ua/ua/347578734/p347578734/
p362375742," Ноутбук 15.6"" ASUS FX506HM-HN095 90NR0753-M004U0 (NVidia GeForce RTX 3060, Intel Core i5-11400H, 16Gb, 144 Гц)", залишити відгук ,,54443,https://rozetka.com.ua/ua/362375742/p362375742/
p360667764, Ноутбук Acer Aspire 3 A315-43-R539 Black (NX.K7CEX.00D), залишити відгук ,"Екран 15.6"" TN+film (1920x1080) Full HD, матовий / AMD Ryzen 5 5500U (2.1 - 4.0 ГГц) / RAM 8 ГБ / SSD 512 ГБ / AMD Radeon Graphics / без ОД / Wi-Fi / LAN / Bluetooth / веб-камера / DOS / 1.81 кг / чорний",21199,https://rozetka.com.ua/ua/acer-nxk7cex00d/p360667764/
p356012217," Ноутбук 1"" HP 20 G8 3N66ES (Intel UHD Graphics 600, Intel Celeron N020, 4Gb, 60 Гц)", залишити відгук ,,14430,https://rozetka.com.ua/ua/356012217/p356012217/
p350741775," Ноутбук ASUS TUF Gaming A15 / AMD Ryzen™ 7 6800H / 16 GB RAM / SSD 512 GB / NVIDIA GeForce RTX 3050 + AMD Radeon™ 680M / 144 Гц матовый, LED, IPS / для игр и мультимедиа", 1 відгук ,,51212,https://rozetka.com.ua/ua/350741775/p350741775/
p360794808, Ноутбук Dell G15 5515 (5515-3537), залишити відгук ,,41245,https://rozetka.com.ua/ua/360794808/p360794808/
p362487540, Ноутбук Lenovo IdeaPad 3 15ITL6 (82H8019KPB) Arctic Gray, залишити відгук ,"Екран 15.6” IPS (1920x1080) Full HD, матовий / Intel Core i3-1115G4 (3.0 -  4.1 ГГц) / RAM 8 ГБ / SSD 512 ГБ / Intel Iris Xe Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / DOS / 1.65 кг / сірий",18399,https://rozetka.com.ua/ua/lenovo-82h8019kpb/p362487540/
p362083377, Ноутбук HP EliteBook 2540p I7-640M DDR3 8 Гб SSD 120 Гб PTB0822592, залишити відгук ,,7123,https://rozetka.com.ua/ua/362083377/p362083377/
p345152170," Ноутбук ASUS ROG Strix G15 / AMD Ryzen™ 7 6800H, 8 ядер / 16 GB RAM / SSD 1 TB / NVIDIA GeForce RTX 3060, 6 GB GDDR6 / для игр", 1 відгук ,,74490,https://rozetka.com.ua/ua/345152170/p345152170/
p345152248," Ноутбук Huawei MateBook D 15 / Intel Core i5-1135G7, 4 ядра / 8 GB RAM / SSD 512 GB / серебристый / для бизнеса", залишити відгук ,,32589,https://rozetka.com.ua/ua/345152248/p345152248/
p343740901, Ноутбук HP 255 G8 / AMD Athlon Silver 3050U / 8 GB RAM / SSD 240 GB / ноутбук для учебы, залишити відгук ,,20368,https://rozetka.com.ua/ua/343740901/p343740901/
p345769390, Ноутбук Dell XPS 13 9305 / i7-1165G7 / 16 GB RAM / SSD 512 GB / для бизнеса, залишити відгук ,,84965,https://rozetka.com.ua/ua/345769390/p345769390/
p339996307, Ноутбук Asus ZenBook 14 Q408UG (Q408UG-211.BL) [61927], 2 відгуки ,,33799,https://rozetka.com.ua/ua/339996307/p339996307/
p339135232, Ноутбук Lenovo IdeaPad 3 15IML05 (81WB00XERA), залишити відгук ,,27947,https://rozetka.com.ua/ua/339135232/p339135232/
p347080536, Ноутбук ASUS TUF Gaming F15 FX517ZR (FX517ZR-F15.I73070), залишити відгук ,"Экран 15.6"" IPS (1920x1080) Full HD, матовый / Intel Core i7-12650H (1.7 - 4.7 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3070, 8 ГБ / без ОД / LAN / Wi-Fi / Bluetooth / Windows 11 Home / 2 кг / черный",69899,https://rozetka.com.ua/ua/asus-fx517zr-f15i73070/p347080536/
p362083089, Ноутбук HP ProBook 4530S i5-2430M DDR3 8 Гб SSD 128 Гб PTB0822081, залишити відгук ,,8344,https://rozetka.com.ua/ua/362083089/p362083089/
p359638887, Ноутбук Lenovo ThinkPad T430 I5-3230 DDR3 4 Гб SSD 128 Гб PTB08221276 Б/В, залишити відгук ,,8140,https://rozetka.com.ua/ua/359638887/p359638887/
p362082801, Ноутбук Lenovo ThinkPad T410 i5-M540 DDR3 4 Гб SSD 128 Гб PTB08221172 Б/В, залишити відгук ,,6512,https://rozetka.com.ua/ua/362082801/p362082801/
p362027157, Ноутбук ASUS VivoBook M1603QA (M1603QA-R7512), залишити відгук ,"Екран 16.1” TN+film (1600х768) UWXGA, матовий / AMD Ryzen 7 5800H (3.2 - 4.4 ГГц) / RAM 16 ГБ / SSD 512 ГБ / AMD Radeon Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Windows 11 Home / 1.8 кг / синій",30699,https://rozetka.com.ua/ua/asus-m1603qa-r7512/p362027157/
p355499226," Ноутбук 13.3 "" Jumper Ezbook X3 Intel Celeron N3350 RAM 4GB eMMC 64GB Windows 10 Home", залишити відгук ,"Екран 14"" IPS 1366x768 / AMD Athlon 3020e 1.2 - 2.6 ГГц (2/2 ядра) / RAM 4 ГБ DDR4 / eMMC 64 ГБ / AMD Radeon Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Windows 11 / 1.46 кг",9667,https://rozetka.com.ua/ua/355499226/p355499226/
p359638722, Ноутбук Lenovo ThinkPad T420 I7-2640 DDR3 8 Гб SSD 160 Гб PTB08221239 Б/В, залишити відгук ,,8344,https://rozetka.com.ua/ua/359638722/p359638722/
p343133071," Ноутбук Huawei MateBook D 16 / AMD Ryzen™ 5 4600H, 6 ядер / 16 GB RAM / SSD 512 GB /", залишити відгук ,,43064,https://rozetka.com.ua/ua/343133071/p343133071/
p351774102, Ноутбук HP Victus 15-fa0031dx (68U87UA), 1 відгук ,"Екран 15.6” IPS (1920x1080) Full HD 144 Гц, матовий / Intel Core i5-12450H (2.0 - 4.4 ГГц) / RAM 8 ГБ / SSD 512 ГБ / nVidia GeForce GTX 1650, 4 ГБ / без ОД / Wi-Fi / LAN / Bluetooth / веб-камера / Windows 11 Home / 2.29 кг / сірий",33299,https://rozetka.com.ua/ua/hp-68u87ua/p351774102/
p345152236, Ноутбук HP 255 G7 / AMD Athlon Silver 3050U / 8 GB RAM / SSD 240 GB / для офиса, залишити відгук ,,22114,https://rozetka.com.ua/ua/345152236/p345152236/
p346729188," Ноутбук 10.3"" Lenovo IdeaPad Duet 3i Intel Celeron N4020 RAM 4GB eMMC 64GB Windows 11", залишити відгук ,"Сенсорний екран 10.3"" IPS 1920x1200 / Intel Celeron N4020 1.1 - 2.8 (2/2 ядра) / RAM 4 ГБ DDR4 / eMMC 64 ГБ / Intel UHD Graphics 600 / без ОД / Wi-Fi / Bluetooth / веб-камера / Windows 11 / 0.797 кг",13585,https://rozetka.com.ua/ua/346729188/p346729188/
p360666927, Ноутбук Lenovo IdeaPad 5 14ALC05 Graphite Grey (82LM00GSGE), залишити відгук ,"Екран 14"" IPS (1920x1080) Full HD, матовий / AMD Ryzen 3 5300U (2.6 - 3.8 ГГц) / RAM 8 ГБ / SSD 256 ГБ / AMD Radeon Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Windows 11 Home / 1.39 кг / сірий",26199,https://rozetka.com.ua/ua/lenovo-82lm00gsge/p360666927/
p343133101," Ноутбук Acer Aspire 3 / Athlon 3050U, 2 ядра / 8 GB RM / SATA III 64 GB + M.2 PCIe 240 GB / серебристый", залишити відгук ,,19786,https://rozetka.com.ua/ua/343133101/p343133101/
p341683471, ASUS TUF Gaming F15 intel core i5-10300H \ 4 ядра 8 потоків \ ОЗУ 16GB / SSD 512 GB \ nVidia GTX1650 \ для ігор, 5 відгуків ,,39550,https://rozetka.com.ua/ua/341683471/p341683471/
p338753812, Ноутбук HP Pavilion 14-dv0008ua (437J2EA), залишити відгук ,,57455,https://rozetka.com.ua/ua/338753812/p338753812/
p362082906, Ноутбук Lenovo ThinkPad T510 i7-620M DDR3 4 Гб SSD 120 Гб PTB1022349, залишити відгук ,,7530,https://rozetka.com.ua/ua/362082906/p362082906/
p359638716, Ноутбук Packard Bell EasyNote MS2317 I3-2310 DDR3 4 Гб HDD 500 Гб PTB0822577 Б/В, залишити відгук ,,6105,https://rozetka.com.ua/ua/359638716/p359638716/
p343133104," Ноутбук HP Pavilion 15 / Ryzen 5-5500, 6 ядер / 16 GB RAM / SSD 512 GB / серебристый", залишити відгук ,,37245,https://rozetka.com.ua/ua/343133104/p343133104/
p360630153, Ноутбук ASUS TUF Gaming F15 FX506HC Graphite Black (FX506HC-HN011), залишити відгук ,"Екран 15.6” IPS (1920x1080) Full HD 144 Гц, глянцевий / Intel Core i5-11400H (2.7 - 4.5 ГГц) / RAM 8 ГБ / SSD 512 ГБ / nVidia GeForce RTX 3050, 4 ГБ / без ОД / Wi-Fi / LAN / Bluetooth / веб-камера / DOS / 2.3 кг / чорний",34299,https://rozetka.com.ua/ua/asus-fx506hc-hn011/p360630153/
p343174423," Ноутбук ASUS Chromebook C523 15.6"" FHD 4/64GB, N4200 (C523NA-IH24T) Срібний", залишити відгук ,,13030,https://rozetka.com.ua/ua/343174423/p343174423/
p339374464, Ноутбук Lenovo Legion 5 17ACH6 (82K00045US) Phantom Blue, залишити відгук ,"Екран 17.3"" IPS (1920x1080) Full HD, матовий / AMD Ryzen 5 5600H (3.3 - 4.2 ГГц) / RAM 8 ГБ / SSD 256 ГБ / nVidia GeForce GTX 1650, 4 ГБ / без ОД / LAN / Wi-Fi / Bluetooth / веб-камера / Windows 11 Home / 2.98 кг / темно-синій",32999,https://rozetka.com.ua/ua/lenovo-82k00045us/p339374464/
p343174420," Ноутбук HP Chromebook G4 14"" HD 4/16GB, N2840 (G4)", залишити відгук ,,8832,https://rozetka.com.ua/ua/343174420/p343174420/
p344112496," Ноутбук ALLVIEW AllBook H, 15.6""", залишити відгук ,,11999,https://rozetka.com.ua/ua/344112496/p344112496/
p345152140," Ноутбук HP ENVY 17 / Intel Core i7-1195G7, 4 ядра / 32 GB RAM / SSD 1 Tb / серебристый / для бизнеса", залишити відгук ,,69252,https://rozetka.com.ua/ua/345152140/p345152140/
p354318744, Ноутбук HP Chromebook x360 14b-cb0013dx (350H8UA), залишити відгук ,,14760,https://rozetka.com.ua/ua/354318744/p354318744/
p355497225," Ноутбук 14"" Acer Chromebook 714 Intel Core i3-8130U RAM 8GB eMMC 64GB Chrome OS (CB714-1WT-330E)", залишити відгук ,"Сенсорний екран 14"" IPS (1920x1080) Full HD / Intel Core i3-8130U 2.2 - 3.4 ГГц (2/4 ядра) / RAM 8 ГБ DDR4 / eMMC 64 ГБ / Intel UHD Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Chrome OS / 1.52 кг",14890,https://rozetka.com.ua/ua/355497225/p355497225/
p358635036, Ноутбук Asus M515DA-BQ1255 (90NB0T41-M00C20) FullHD Slate Grey, 1 відгук ,,19233,https://rozetka.com.ua/ua/358635036/p358635036/
p343133017," Ноутбук HP Victus / Ryzen 5-5600H, 6 ядер / 16 GB RAM / SSD 512 GB / RTX3050", залишити відгук ,,46556,https://rozetka.com.ua/ua/343133017/p343133017/
p355497945," Ноутбук 13.5"" Microsoft Surface Laptop 3 Intel Core i5-7200U RAM 8GB SSD 256GB Windows 11 (DAG-00017)", залишити відгук ,"Сенсорний екран 13.5"" IPS (2256 x 1504) QHD / Intel Core i5-7200U 2.5 - 3.1 ГГц (2/4 ядра) / RAM 8 ГБ DDR3 / SSD 256 ГБ / Intel HD Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Windows 11 / 1.26 кг",20897,https://rozetka.com.ua/ua/355497945/p355497945/
p362384229, Ноутбук Lenovo IdeaPad 5 14ALC05 (82LM00GSGE) [75707], залишити відгук ,,28266,https://rozetka.com.ua/ua/362384229/p362384229/
p361859112," Ноутбук MSI Modern 14(B5M-231XRO),AMD Ryzen 5 5500U,8/256GB,Carbon Gray,14""", залишити відгук ,,25499,https://rozetka.com.ua/ua/361859112/p361859112/
p360321288, Ноутбук Acer Aspire 3 A315-58G (NX.ADUEU.009) FullHD Silver, залишити відгук ,,27052,https://rozetka.com.ua/ua/360321288/p360321288/
p362138853, Ноутбук 2E Imaginary 15 (NL50MU-15UA52), залишити відгук ,,46199,https://rozetka.com.ua/ua/362138853/p362138853/
p361114920," Ноутбук 15.6"" Asus Vivobook Pro 15 M6500QH-HN075 90NB0YJ2-M003R0 (NVidia GeForce GTX 1650, AMD Ryzen 5 5600H, 8 ГбGb, 144 Гц)", залишити відгук ,,36666,https://rozetka.com.ua/ua/361114920/p361114920/
p362138925, Ноутбук 2E Complex Pro 15 (NS51PU-15UA20), залишити відгук ,,35099,https://rozetka.com.ua/ua/362138925/p362138925/
p362083335, Ноутбук Dell Latitude E6410 i5-M540 DDR3 4 Гб SSD 120 Гб PTB1122193 Б/В, залишити відгук ,,6919,https://rozetka.com.ua/ua/362083335/p362083335/
p362138964, Ноутбук 2E Complex Pro 15 (NS51PU-15UA31), залишити відгук ,,44329,https://rozetka.com.ua/ua/362138964/p362138964/
p362138952, Ноутбук 2E Imaginary 15 (NL50MU-15UA20), залишити відгук ,,22999,https://rozetka.com.ua/ua/362138952/p362138952/
p360749163, Ноутбук ASUS X515EP Transparent Silver (X515EP-BQ658) (90NB0TZ2-M00HY0), залишити відгук ,,24750,https://rozetka.com.ua/ua/360749163/p360749163/
p362384217, Ноутбук Asus X515JA (X515JA-BQ3249) [75625], залишити відгук ,,24310,https://rozetka.com.ua/ua/362384217/p362384217/
p362138838, Ноутбук 2E Complex Pro 17 (NS70PU-17UA30), залишити відгук ,,42999,https://rozetka.com.ua/ua/362138838/p362138838/
p362138961, Ноутбук 2E Imaginary 15 (NL50MU-15UA32), залишити відгук ,,34999,https://rozetka.com.ua/ua/362138961/p362138961/
p362139633, Ноутбук 2E Imaginary 15 (NL50MU-15UA30), залишити відгук ,,29999,https://rozetka.com.ua/ua/362139633/p362139633/
p362511138, Ноутбук ASUS X515EA-BQ1854 (90NB0TY2-M00EP0), залишити відгук ,,21126,https://rozetka.com.ua/ua/362511138/p362511138/
p362138856, Ноутбук 2E Imaginary 15 (NL50MU-15UA50), залишити відгук ,,36699,https://rozetka.com.ua/ua/362138856/p362138856/
p361522659," Ноутбук 15.6"" Asus Chromebook Flip CX5500FE Intel Core i5-1135G7 RAM 8GB SSD 256GB Chrome OS", залишити відгук ,"Сенсорний екран 15.6"" IPS ‎(1920x1080) Full HD / Intel Core i5-1135G7 2.4 - 4.2 ГГц (4/8 ядра) / RAM 8 ГБ DDR4 / SSD 256 ГБ / Intel Iris Xe Graphics / Wi-Fi 5 / Bluetooth 5.0 / Веб-камера / підсвітка клавіатури / Chrome OS / 1.9 кг",26999,https://rozetka.com.ua/ua/361522659/p361522659/
p362027661, Ноутбук Acer Nitro 5 AN515-57-55P2 (NH.QESEP.00D), залишити відгук ,,49499,https://rozetka.com.ua/ua/362027661/p362027661/
p362139471, Ноутбук Acer Predator Helios 300 PH317-56 (NH.QGREU.005), залишити відгук ,,147749,https://rozetka.com.ua/ua/362139471/p362139471/
p361177407, Ноутбук ASUS X515EP Slate Gray (90NB0TZ1-M00HC0), залишити відгук ,,27749,https://rozetka.com.ua/ua/361177407/p361177407/
p362385486, Ноутбук Asus VivoBook 15 M1502IA (M1502IA-BQ087) [75480], залишити відгук ,,31633,https://rozetka.com.ua/ua/362385486/p362385486/
p361734831, Ноутбук Asus ExpertBook B1 B1500CEAE (B1500CEAE-Q53P-CB) Blue, залишити відгук ,,27269,https://rozetka.com.ua/ua/361734831/p361734831/
p362580489, Ноутбук Acer Aspire 3 A315-58-3101 (NX.ADDEU.01D) FullHD Silver, залишити відгук ,,21479,https://rozetka.com.ua/ua/362580489/p362580489/
p362385519, Ноутбук Asus VivoBook 15 M1502IA (M1502IA-BQ086) [75479], залишити відгук ,,28210,https://rozetka.com.ua/ua/362385519/p362385519/
p359483895, ноутбук 15.6FMI/i3-1215U/12/512/Intel UHD/DOS/BL/I celight Silver ASUS X1502ZA-BQ6 (90NB0VX2-M00V70), залишити відгук ,,28859,https://rozetka.com.ua/ua/359483895/p359483895/
p362201502, Ноутбук Acer Aspire 3 A315-58-3101 (NX.ADDEU.01D) FullHD Silver, залишити відгук ,,23588,https://rozetka.com.ua/ua/362201502/p362201502/
p347103600," Ноутбук HP Pavilion 15 / AMD Ryzen™ 5 4500U / 16 GB RAM / SSD 512 GB / AMD Radeon™ VEGA / Матовый, LED, IPS / для бизнеса", 1 відгук ,,34917,https://rozetka.com.ua/ua/347103600/p347103600/
p362375448," Ноутбук 15.6"" Acer Aspire 5 A515-45G-R9ML Pure Silver NX.ACEU.00N (AMD Radeon RX 640, AMD Ryzen 5 5500U, 8Gb, )", залишити відгук ,,33332,https://rozetka.com.ua/ua/362375448/p362375448/
p362510781, Ноутбук Acer TravelMate P2 TMP215-53-53AU (NX.VPVEU.00J), залишити відгук ,,34532,https://rozetka.com.ua/ua/362510781/p362510781/
p362385885, Ноутбук Acer Aspire 5 A517-52 (NX.A5DEP.00B) [75903], залишити відгук ,,31766,https://rozetka.com.ua/ua/362385885/p362385885/
p361885605," Ноутбук 15.6"" ACER computers Acer Aspire 3 A315-59G 15.6FHD IPS/Intel i5-1235U/8/512F/NVD550-2/Lin/Silver NX.K6WEU.006 (NVIDIA GeForce MX550, Intel Core i5-1235U, 8 ГбGb, 60 Гц)", залишити відгук ,,35164,https://rozetka.com.ua/ua/361885605/p361885605/
